day_of_week,hour_of_day,segment,speed_kph_mean,speed_kph_std,0_5_mean,0_5_std
3,3,2471844,109.44444444444444,5.358171041034708,15.866666666666667,8.88703478032068
3,4,2471843,110.43611111111112,4.02932514914549,41.797222222222224,17.882952559978943
3,4,2471844,110.325,4.106851059722151,41.852777777777774,17.887858444420857
3,5,2471843,107.90833333333333,3.4713210220149624,59.43611111111111,23.982731168596462
3,5,2471844,107.86944444444444,3.419941474718291,59.47222222222222,23.96188490489856
3,6,2471843,104.25555555555556,9.428589382332746,56.105555555555554,20.250656916260287
3,6,2471844,103.72777777777777,10.552867598268255,56.06388888888889,20.187390266735598
3,7,2471843,106.24722222222222,3.847003399971648,42.09166666666667,10.325614498093142
3,7,2471844,106.01944444444445,4.03910684330243,42.16111111111111,10.264015562882063
3,8,2471843,104.91388888888889,4.462886432338849,38.23888888888889,7.103189984379821
3,8,2471844,104.84722222222223,4.410230327117114,38.236111111111114,7.087776475289306
3,9,2471843,105.08888888888889,4.202120288376096,38.11944444444445,6.860703953926525
3,9,2471844,105.04722222222222,4.1772020937579075,38.141666666666666,6.845240096425826
3,10,2471843,105.54722222222222,4.523290770376883,41.38055555555555,7.595788286313562
3,10,2471844,105.52777777777777,4.447064764551746,41.40833333333333,7.568990946977789
3,11,2471843,105.49333333333334,4.126343570251362,42.49333333333333,7.0750838577505855
3,11,2471844,105.37,4.200625053027276,42.51,6.99951503336775
3,12,2471843,106.92333333333333,4.575358116607505,48.33,10.383343041093754
3,12,2471844,106.79666666666667,4.513301288112709,48.32,10.299085909368943
3,13,2471843,107.32666666666667,4.221297596737643,58.693333333333335,15.089896359131185
3,13,2471844,107.16333333333333,4.293183781160358,58.723333333333336,15.164431702234264
3,14,2471843,106.03010033444816,5.421412028167665,53.35451505016722,21.5447420674736
3,14,2471844,105.80267558528428,5.536746633811166,53.4314381270903,21.621309436533966
3,15,2471843,108.03333333333333,4.202112331798427,54.303333333333335,16.589414833076606
3,15,2471844,107.68333333333334,4.2437901383098176,54.20333333333333,16.577233518472717
3,16,2471843,109.67666666666666,3.973842847775738,38.72666666666667,12.371559069153765
3,16,2471844,109.51,4.01875619287767,38.803333333333335,12.457203885746544
3,17,2471843,110.94,4.38564090571106,33.093333333333334,10.090789645734878
3,17,2471844,110.71666666666667,4.3102571397685,33.156666666666666,10.11929457180649
3,18,2471843,110.17666666666666,4.917934099624531,29.236666666666668,10.02908757302379
3,18,2471844,109.73333333333333,5.038536001560271,29.236666666666668,10.081307691537848
3,19,2471843,111.00666666666666,4.379179481591903,25.583333333333332,8.26826885074396
3,19,2471844,110.61333333333333,4.397911737144622,25.566666666666666,8.20181615148935
3,20,2471843,111.47333333333333,3.943915624994931,21.223333333333333,7.275752708860472
3,20,2471844,111.28,3.8753487274305174,21.226666666666667,7.310272853059329
3,21,2471843,111.23,4.420660674907719,13.103333333333333,5.081212251886152
3,21,2471844,110.90666666666667,4.547551315316884,13.136666666666667,5.091601277343606
3,22,2471843,110.26333333333334,4.030899327302162,6.8933333333333335,3.6505310314520276
3,22,2471844,109.60666666666667,4.130637089453818,6.94,3.668048791905491
3,23,2471843,104.88333333333334,7.445884290338219,3.4166666666666665,2.2553664480386972
3,23,2471844,105.02333333333333,7.393578671667469,3.3933333333333335,2.2514110526472417
4,0,2471843,106.33,5.121379543452486,2.513333333333333,1.493516273234726
4,0,2471844,106.18666666666667,4.671677513648321,2.526666666666667,1.5155676736678936
4,1,2471843,108.98,4.887318926326108,3.033333333333333,2.07361725428774
4,1,2471844,108.74333333333334,4.861023973312545,3.04,2.0783322359389858
4,2,2471843,105.10333333333334,5.325459977202429,4.673333333333333,2.595330684149745
4,2,2471844,105.21666666666667,4.908158748099329,4.673333333333333,2.599193769175606
4,3,2471843,109.12,5.525156817641629,14.796666666666667,8.127865415322
4,3,2471844,109.02333333333333,5.543032224607058,14.87,8.164268753595538
4,4,2471843,109.88,4.228300891385765,35.99333333333333,12.425562531987971
4,4,2471844,109.71,4.1750052570411285,36.04,12.475463543910962
4,5,2471843,105.83333333333333,15.098745951897964,51.52,14.138218797614877
4,5,2471844,105.52666666666667,15.259712260824777,51.59,14.219089575679732
4,6,2471843,107.54,3.8857083134211137,54.016666666666666,10.707562524040801
4,6,2471844,107.36666666666666,3.940046799828439,54.093333333333334,10.717314261144411
4,7,2471843,105.38,3.896091858847174,42.52333333333333,7.849511981649293
4,7,2471844,105.28666666666666,3.8332058531466213,42.60666666666667,7.79666052057756
4,8,2471843,104.46333333333334,4.254683300652561,41.32,9.01787151654775
4,8,2471844,104.45666666666666,4.16243620243642,41.4,8.980841741988828
4,9,2471843,104.44,4.340799673564776,44.28333333333333,7.1521722187770145
4,9,2471844,104.28,4.390808276891022,44.306666666666665,7.111577697438959
4,10,2471843,105.25,4.0615045731838455,46.88,7.436617348766386
4,10,2471844,105.16333333333333,4.0020883623122,46.93666666666667,7.430344695674895
4,11,2471843,105.90333333333334,4.085293252479125,48.93666666666667,8.500599362434647
4,11,2471844,105.80333333333333,4.148335148454365,48.986666666666665,8.489605422100919
4,12,2471843,106.89,4.285532166858298,53.25666666666667,10.048250927960538
4,12,2471844,106.73666666666666,4.271785269280868,53.333333333333336,10.081717395415604
4,13,2471843,107.42666666666666,3.8791901141899348,63.7,13.22976779285421
4,13,2471844,107.34666666666666,3.896635486665646,63.68666666666667,13.189453913538133
